Lregnr;Vdrnr;Vassdrag;Vassdrag2;Fylke;Kommune;Aar;Laks_ant_u3kg;Laks_ant_o3u7kg;Laks_ant_o7kg;Laks_ant;Laks_vekt_u3kg;Laks_vekt_o3u7kg;Laks_vekt_o7kg;Laks_vekt;PrHuSmall;PrHuMellom;PrHuStor;ExpSmallMin;ExpSmallMed;ExpSmallMax;ExpMellomMin;ExpMellomMed;ExpMellomMax;ExpStorMin;ExpStorMed;ExpStorMax;GBMkghunner;GBMmin;GBMmax;StamAntSmaHo;StamAntMelHo;StamAntStorHo;Nsport;ProsOpp;OppdrMaalt;Gjen_ant_u3kg;Gjen_ant_o3u7kg;Gjen_ant_o7kg;Gjen_ant;Gjen_vekt_u3kg;Gjen_vekt_o3u7kg;Gjen_vekto7kg;Gjen_vekt;PrHuSmall_Gjenut;PrHuMellom_Gjenut;PrHuStor_Gjenut;FangstAndSmallMin;FangstAndSmallMed;FangstAndSmallMax;FangstAndMellomMin;FangstAndMellomMed;FangstAndMellomMax;FangstAndStorMin;FangstAndStorMed;FangstAndStorMax;Obs_laks_ant_u3kg;Obs_laks_ant_o3u7kg;Obs_laks_ant_o7kg;Obs_laks_ant;Probs_small_med;Probs_small_min;Probs_small_max;Probs_mellom_med;Probs_mellom_min;Probs_mellom_max;Probs_stor_med;Probs_stor_min;Probs_stor_max;Simulering;InklNormal
200234;234.Z;Iesjohka;x;Finnmark;Tana;1993;0;0;0;0;0;0;0;0;0.1;0.75;0.7;0.4;0.55;0.65;0.4;0.45;0.55;0.3;0.4;0.55;6072;4278;9107;0;0;0;NA;0.04;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0
200234;234.Z;Iesjohka;x;Finnmark;Tana;1994;0;0;0;0;0;0;0;0;0.1;0.75;0.7;0.4;0.55;0.65;0.4;0.45;0.55;0.3;0.4;0.55;6072;4278;7866;0;0;0;NA;0.42;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0
200234;234.Z;Iesjohka;x;Finnmark;Tana;1995;0;0;0;0;0;0;0;0;0.1;0.75;0.7;0.4;0.55;0.65;0.4;0.45;0.55;0.3;0.4;0.55;6072;4278;7866;0;0;0;NA;0.53;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0
200234;234.Z;Iesjohka;x;Finnmark;Tana;1996;0;0;0;0;0;0;0;0;0.1;0.75;0.7;0.4;0.55;0.65;0.4;0.45;0.55;0.3;0.4;0.55;6072;4278;7866;0;0;0;NA;0.13;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0
200234;234.Z;Iesjohka;x;Finnmark;Tana;1997;0;0;0;0;0;0;0;0;0.1;0.75;0.7;0.4;0.55;0.65;0.4;0.45;0.55;0.3;0.4;0.55;6072;4278;7866;0;0;0;NA;0.25;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0
200234;234.Z;Iesjohka;x;Finnmark;Tana;1998;0;0;0;0;0;0;0;0;0.1;0.75;0.7;0.4;0.55;0.65;0.4;0.45;0.55;0.3;0.4;0.55;6072;4278;7866;0;0;0;NA;0.26;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0
200234;234.Z;Iesjohka;x;Finnmark;Tana;1999;0;0;0;0;0;0;0;0;0.1;0.75;0.7;0.4;0.55;0.65;0.4;0.45;0.55;0.3;0.4;0.55;6072;4278;7866;0;0;0;NA;0.12;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0
200234;234.Z;Iesjohka;x;Finnmark;Tana;2000;0;0;0;0;0;0;0;0;0.1;0.75;0.7;0.4;0.55;0.65;0.4;0.45;0.55;0.3;0.4;0.55;6072;4278;7866;0;0;0;NA;0.1;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0
200234;234.Z;Iesjohka;x;Finnmark;Tana;2001;0;0;0;0;0;0;0;0;0.1;0.75;0.7;0.4;0.55;0.65;0.4;0.45;0.55;0.3;0.4;0.55;6072;4278;7866;0;0;0;NA;0.13;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0
200234;234.Z;Iesjohka;x;Finnmark;Tana;2002;0;0;0;0;0;0;0;0;0.1;0.75;0.7;0.4;0.55;0.65;0.4;0.45;0.55;0.3;0.4;0.55;6072;4278;7866;0;0;0;NA;0.32;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0
200234;234.Z;Iesjohka;x;Finnmark;Tana;2003;0;0;0;0;0;0;0;0;0.1;0.75;0.7;0.4;0.55;0.65;0.4;0.45;0.55;0.3;0.4;0.55;6072;4278;7866;0;0;0;NA;0.44;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0
200234;234.Z;Iesjohka;x;Finnmark;Tana;2004;0;0;0;0;0;0;0;0;0.1;0.75;0.7;0.15;0.2;0.25;0.3;0.4;0.5;0.3;0.4;0.5;6072;4278;7866;0;0;0;NA;0.69;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0
200234;234.Z;Iesjohka;x;Finnmark;Tana;2005;0;0;0;0;0;0;0;0;0.1;0.75;0.7;0.15;0.2;0.25;0.3;0.4;0.5;0.3;0.4;0.5;6072;4278;7866;0;0;0;NA;0.41;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0
